etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
WAEL,Restauration de type rapide,Paris La Défense Arena,48.889292,2.228935,2.209902,48.882977,2.249925,48.908926
BABA FOOD,Restauration de type rapide,Paris La Défense Arena,48.88851,2.227487,2.209902,48.882977,2.249925,48.908926
SOUS-CHEF,Restauration traditionnelle,Paris La Défense Arena,48.885422,2.218854,2.209902,48.882977,2.249925,48.908926
CONCESSIONS GARES FRANCE LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.894087,2.240035,2.209902,48.882977,2.249925,48.908926
SUSHI MASA,Restauration traditionnelle,Paris La Défense Arena,48.894087,2.240035,2.209902,48.882977,2.249925,48.908926
SSP PARIS,Restauration de type rapide,Paris La Défense Arena,48.894087,2.240035,2.209902,48.882977,2.249925,48.908926
C & C GARES,Restauration de type rapide,Paris La Défense Arena,48.894087,2.240035,2.209902,48.882977,2.249925,48.908926
HAWK,Restauration de type rapide,Paris La Défense Arena,48.893887,2.239664,2.209902,48.882977,2.249925,48.908926
LA BRIOCHE DOREE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LA BRIOCHE DOREE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LA CROISSANTIERE LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
HIPPO EXPLOITATION,Restauration traditionnelle,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
JULES ET JIM,Restauration de type rapide,Paris La Défense Arena,48.891936,2.235306,2.209902,48.882977,2.249925,48.908926
KFC HOLDING,Restauration de type rapide,Paris La Défense Arena,48.889198,2.239059,2.209902,48.882977,2.249925,48.908926
MONOP'DAILY,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
FAT FAT,Restauration traditionnelle,Paris La Défense Arena,48.888845,2.23873,2.209902,48.882977,2.249925,48.908926
KFC FRANCE SAS,Restauration de type rapide,Paris La Défense Arena,48.889198,2.239059,2.209902,48.882977,2.249925,48.908926
VENG HOUR LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LE VALMY,Restauration traditionnelle,Paris La Défense Arena,48.892517,2.231419,2.209902,48.882977,2.249925,48.908926
BOULANGERIES PAUL,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
BOULANGERIES PAUL,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
COJEAN SAS,Restauration traditionnelle,Paris La Défense Arena,48.891577,2.240938,2.209902,48.882977,2.249925,48.908926
COJEAN SAS,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
COJEAN SAS,Restauration de type rapide,Paris La Défense Arena,48.892367,2.23377,2.209902,48.882977,2.249925,48.908926
LE JOKER,Restauration de type rapide,Paris La Défense Arena,48.889684,2.230757,2.209902,48.882977,2.249925,48.908926
CAFE SIRENE FRANCE,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
CAFE SIRENE FRANCE,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
JOUR LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.891908,2.235402,2.209902,48.882977,2.249925,48.908926
SUSHI SHOP RESTAURATION,Restauration de type rapide,Paris La Défense Arena,48.891998,2.232263,2.209902,48.882977,2.249925,48.908926
LITTLE TOKYO,Restauration traditionnelle,Paris La Défense Arena,48.888677,2.235399,2.209902,48.882977,2.249925,48.908926
PARADIS DEFENSE,Restauration traditionnelle,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
EXKI PASSAGE DE L'ARCHE,Restauration de type rapide,Paris La Défense Arena,48.892055,2.234645,2.209902,48.882977,2.249925,48.908926
IL DEFENSE 55,Restauration traditionnelle,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
AL SIWAN,Restauration traditionnelle,Paris La Défense Arena,48.883923,2.239583,2.209902,48.882977,2.249925,48.908926
AL SIWAN,Restauration traditionnelle,Paris La Défense Arena,48.88896,2.231752,2.209902,48.882977,2.249925,48.908926
JMRB,Restauration traditionnelle,Paris La Défense Arena,48.885625,2.227717,2.209902,48.882977,2.249925,48.908926
MCDONALD S PARIS NORD,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
MCDONALD S PARIS NORD,Restauration de type rapide,Paris La Défense Arena,48.893143,2.238056,2.209902,48.882977,2.249925,48.908926
LE FORUM,Restauration traditionnelle,Paris La Défense Arena,48.88853,2.238909,2.209902,48.882977,2.249925,48.908926
YIN'S,Restauration traditionnelle,Paris La Défense Arena,48.892686,2.231286,2.209902,48.882977,2.249925,48.908926
'L'ESPACE CAFE',Débits de boissons,Paris La Défense Arena,48.883061,2.23302,2.209902,48.882977,2.249925,48.908926
LE CADRE,Restauration traditionnelle,Paris La Défense Arena,48.882977,2.223854,2.209902,48.882977,2.249925,48.908926
QUICK KITCHEN,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
LE KNIT'S,Restauration traditionnelle,Paris La Défense Arena,48.888311,2.240321,2.209902,48.882977,2.249925,48.908926
VAP LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
RC FOOD,Restauration de type rapide,Paris La Défense Arena,48.885625,2.227717,2.209902,48.882977,2.249925,48.908926
CHIPOTLE MEXICAN GRILL FRANCE SAS,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
QUATRE TEMPS INVEST,Débits de boissons,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
U-FIT,Restauration de type rapide,Paris La Défense Arena,48.892152,2.234633,2.209902,48.882977,2.249925,48.908926
WF-IDF,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
BELLA NOSTRA,Restauration de type rapide,Paris La Défense Arena,48.887849,2.234562,2.209902,48.882977,2.249925,48.908926
LE 31,Restauration de type rapide,Paris La Défense Arena,48.884263,2.227326,2.209902,48.882977,2.249925,48.908926
SPRA,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
PRET (FRANCE),Restauration de type rapide,Paris La Défense Arena,48.891274,2.236949,2.209902,48.882977,2.249925,48.908926
PRET A MANGER,Restauration de type rapide,Paris La Défense Arena,48.892542,2.236147,2.209902,48.882977,2.249925,48.908926
S.M.E.,Restauration traditionnelle,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
BIG GROUPE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LAURA TODD,Restauration de type rapide,Paris La Défense Arena,48.890409,2.237778,2.209902,48.882977,2.249925,48.908926
POMME DE PAIN,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
FRESH COOKING,Restauration de type rapide,Paris La Défense Arena,48.887849,2.234562,2.209902,48.882977,2.249925,48.908926
TERA,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
FACTORY & CO LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
AMUNDSEN FRANCE,Restauration de type rapide,Paris La Défense Arena,48.893143,2.238056,2.209902,48.882977,2.249925,48.908926
HAVEAGOODAY,Restauration de type rapide,Paris La Défense Arena,48.88974,2.239148,2.209902,48.882977,2.249925,48.908926
BURGER KING,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
KESHYA,Restauration traditionnelle,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
CHICK END CAFE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
ORIZON BF,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
CREPERIE 4 TEMPS,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
CREPERIE 4 TEMPS - DOME,Restauration traditionnelle,Paris La Défense Arena,48.891274,2.236949,2.209902,48.882977,2.249925,48.908926
MAISON PRADIER,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
A&G,Restauration de type rapide,Paris La Défense Arena,48.884683,2.239186,2.209902,48.882977,2.249925,48.908926
HZ FOOD 92800,Restauration traditionnelle,Paris La Défense Arena,48.886964,2.232424,2.209902,48.882977,2.249925,48.908926
RB MANAGEMENT,Restauration traditionnelle,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
FIVE GUYS FRANCE,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
VAP 4 T,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
RAPHAEL B LIVRAISONS,Restauration de type rapide,Paris La Défense Arena,48.887257,2.239428,2.209902,48.882977,2.249925,48.908926
BURGER KING,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
AMREST DELCO FRANCE,Restauration de type rapide,Paris La Défense Arena,48.892065,2.232525,2.209902,48.882977,2.249925,48.908926
SARL PICKEL'S,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LA CANTINE LIBANAISE,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
KENDY,Restauration traditionnelle,Paris La Défense Arena,48.88733,2.239195,2.209902,48.882977,2.249925,48.908926
LIN 92,Restauration traditionnelle,Paris La Défense Arena,48.885689,2.22681,2.209902,48.882977,2.249925,48.908926
ARCHER VENDOME RESTAURANT,Restauration traditionnelle,Paris La Défense Arena,48.892065,2.232525,2.209902,48.882977,2.249925,48.908926
MANGOS LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LA CITY,Restauration traditionnelle,Paris La Défense Arena,48.892542,2.236147,2.209902,48.882977,2.249925,48.908926
OXYGEN EVENT,Restauration traditionnelle,Paris La Défense Arena,48.891676,2.241092,2.209902,48.882977,2.249925,48.908926
AMREST OPCO SAS,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
AMREST OPCO SAS,Restauration de type rapide,Paris La Défense Arena,48.892065,2.232525,2.209902,48.882977,2.249925,48.908926
CSS GROUP,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
PANINO GIUSTO,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
SAKURA,Restauration traditionnelle,Paris La Défense Arena,48.888579,2.232214,2.209902,48.882977,2.249925,48.908926
YUKI ONO,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
LDMA,Débits de boissons,Paris La Défense Arena,48.890005,2.236321,2.209902,48.882977,2.249925,48.908926
AMREST FRANCE,Restauration de type rapide,Paris La Défense Arena,48.892065,2.232525,2.209902,48.882977,2.249925,48.908926
CANARD STREET,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
LA FRAICHERIE LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
APPOLLO,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
NOURA NSF 4 TEMPS,Restauration traditionnelle,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
YAYA LA DEFENSE,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
MATSURI RESTAURANT CNIT,Restauration traditionnelle,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
CHEIKH MOHAMED BASSEM,Restauration de type rapide,Paris La Défense Arena,48.887717,2.236989,2.209902,48.882977,2.249925,48.908926
HUGUITO,Restauration traditionnelle,Paris La Défense Arena,48.883744,2.236169,2.209902,48.882977,2.249925,48.908926
OPORTO,Restauration traditionnelle,Paris La Défense Arena,48.888397,2.238906,2.209902,48.882977,2.249925,48.908926
LUNGTA SUSHI,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
CNIT 1,Restauration traditionnelle,Paris La Défense Arena,48.890409,2.237778,2.209902,48.882977,2.249925,48.908926
EAT LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.893585,2.238803,2.209902,48.882977,2.249925,48.908926
FOOD SOCIETY CNIT,Restauration traditionnelle,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
CNIT 2,Restauration traditionnelle,Paris La Défense Arena,48.890409,2.237778,2.209902,48.882977,2.249925,48.908926
MABENTO QUATRE TEMPS,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
MIALJO,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
ALOY THAI,Restauration de type rapide,Paris La Défense Arena,48.892029,2.240617,2.209902,48.882977,2.249925,48.908926
TUK TUK ASIAN KITCHEN LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
LOS POLLOS LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
HDC 4T,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
BDO 4T,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
BY GG PARIS,Restauration de type rapide,Paris La Défense Arena,48.889013,2.232899,2.209902,48.882977,2.249925,48.908926
TB 4 TEMPS,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
JDMD,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
SRSP,Restauration traditionnelle,Paris La Défense Arena,48.891908,2.235402,2.209902,48.882977,2.249925,48.908926
YANNICK L'ESCARGOT,Restauration traditionnelle,Paris La Défense Arena,48.885468,2.234469,2.209902,48.882977,2.249925,48.908926
LA BRIGADE,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
OLIVIUM GELATERIA 4 TEMPS,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
PRONOIA ILE DE FRANCE,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
CNIT 3,Restauration traditionnelle,Paris La Défense Arena,48.890409,2.237778,2.209902,48.882977,2.249925,48.908926
POKAWA LA DEFENSE ARCHE,Restauration de type rapide,Paris La Défense Arena,48.892055,2.234645,2.209902,48.882977,2.249925,48.908926
CDF LES 4 TEMPS,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
FOOD STUFF,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
MONKEY MARKET DOME,Restauration de type rapide,Paris La Défense Arena,48.891203,2.23803,2.209902,48.882977,2.249925,48.908926
PICONI 4 TEMPS LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
DOPPIO MALTO,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
PBF LABORATOIRE,Restauration de type rapide,Paris La Défense Arena,48.8888,2.238911,2.209902,48.882977,2.249925,48.908926
PBF BOIELDIEU,Restauration de type rapide,Paris La Défense Arena,48.8888,2.238911,2.209902,48.882977,2.249925,48.908926
LOBSTA DEF,Restauration de type rapide,Paris La Défense Arena,48.892542,2.236147,2.209902,48.882977,2.249925,48.908926
SUPREM FOOD COURT 92,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
TB CNIT,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
H&3M,Restauration de type rapide,Paris La Défense Arena,48.892542,2.236147,2.209902,48.882977,2.249925,48.908926
RAMENTORI LA DEFENSE,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
KR&CO-KREATIVE RESTAURANTS & CO,Restauration traditionnelle,Paris La Défense Arena,48.892367,2.23377,2.209902,48.882977,2.249925,48.908926
MABERGERE,Restauration traditionnelle,Paris La Défense Arena,48.886264,2.230779,2.209902,48.882977,2.249925,48.908926
SOLA RAMEN,Restauration traditionnelle,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
BO BUN HOUSE,Restauration traditionnelle,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
JOE SMASH BURGER (JSB),Restauration traditionnelle,Paris La Défense Arena,48.884683,2.239186,2.209902,48.882977,2.249925,48.908926
BRENDY'S CAFE DEFENSE,Restauration traditionnelle,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
FRAICHE TEA,Restauration de type rapide,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
FRANCE BKR,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
DEFENSE RESTO,Restauration de type rapide,Paris La Défense Arena,48.893143,2.238056,2.209902,48.882977,2.249925,48.908926
FH INVESTORS,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
SARL MA PETITE BUTTE BOBIGNY,Restauration traditionnelle,Paris La Défense Arena,48.891775,2.241034,2.209902,48.882977,2.249925,48.908926
CHIKIN BANG,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
QUICK COMPAGNIE 1,Restauration de type rapide,Paris La Défense Arena,48.890766,2.23938,2.209902,48.882977,2.249925,48.908926
LE JOKER PUTEAUX,Restauration de type rapide,Paris La Défense Arena,48.889684,2.230757,2.209902,48.882977,2.249925,48.908926
LE FORUM,Restauration traditionnelle,Paris La Défense Arena,48.88853,2.238909,2.209902,48.882977,2.249925,48.908926
DEFENSE RESTAURATION,Restauration traditionnelle,Paris La Défense Arena,48.88851,2.247048,2.209902,48.882977,2.249925,48.908926
KHATIR ET IBOUCHOUKENE,Restauration traditionnelle,Paris La Défense Arena,48.885875,2.242755,2.209902,48.882977,2.249925,48.908926
LA SALADIERE,Restauration traditionnelle,Paris La Défense Arena,48.885875,2.242755,2.209902,48.882977,2.249925,48.908926
EXKI ARIANE,Restauration de type rapide,Paris La Défense Arena,48.889462,2.243741,2.209902,48.882977,2.249925,48.908926
PETRUS EXPLOITATION,Restauration traditionnelle,Paris La Défense Arena,48.885279,2.241365,2.209902,48.882977,2.249925,48.908926
CASA ITALIA 17,Restauration traditionnelle,Paris La Défense Arena,48.88597,2.242995,2.209902,48.882977,2.249925,48.908926
MANNAKA SUSHI,Restauration traditionnelle,Paris La Défense Arena,48.885192,2.242531,2.209902,48.882977,2.249925,48.908926
FAZENDAS,Restauration traditionnelle,Paris La Défense Arena,48.8859,2.243125,2.209902,48.882977,2.249925,48.908926
SAJ AL REEF,Restauration de type rapide,Paris La Défense Arena,48.885192,2.242531,2.209902,48.882977,2.249925,48.908926
MILOU 2013,Restauration traditionnelle,Paris La Défense Arena,48.888299,2.246484,2.209902,48.882977,2.249925,48.908926
HAVEAGOODAY,Restauration de type rapide,Paris La Défense Arena,48.88851,2.247048,2.209902,48.882977,2.249925,48.908926
GIRAFE,Restauration traditionnelle,Paris La Défense Arena,48.885279,2.241365,2.209902,48.882977,2.249925,48.908926
RB MANAGEMENT,Restauration traditionnelle,Paris La Défense Arena,48.889367,2.24561,2.209902,48.882977,2.249925,48.908926
RESTAURANT RESUNGA,Restauration de type rapide,Paris La Défense Arena,48.886482,2.244518,2.209902,48.882977,2.249925,48.908926
LUXE SUSHI,Restauration de type rapide,Paris La Défense Arena,48.885192,2.242531,2.209902,48.882977,2.249925,48.908926
BIOBURGER OXYGEN,Restauration de type rapide,Paris La Défense Arena,48.88851,2.247048,2.209902,48.882977,2.249925,48.908926
ORSO PIZZA,Restauration traditionnelle,Paris La Défense Arena,48.88851,2.247048,2.209902,48.882977,2.249925,48.908926
ORSO SALADES,Restauration traditionnelle,Paris La Défense Arena,48.88851,2.247048,2.209902,48.882977,2.249925,48.908926
CACAHUETES & CO,Restauration de type rapide,Paris La Défense Arena,48.885671,2.242896,2.209902,48.882977,2.249925,48.908926
BAAN MAE,Restauration traditionnelle,Paris La Défense Arena,48.886555,2.244697,2.209902,48.882977,2.249925,48.908926
"LA SALLE A MANGER, LA DEFENSE",Restauration de type rapide,Paris La Défense Arena,48.889878,2.242345,2.209902,48.882977,2.249925,48.908926
PLUSTOT O BURGER,Restauration de type rapide,Paris La Défense Arena,48.885192,2.242531,2.209902,48.882977,2.249925,48.908926
BROTHER'S BURGER,Restauration traditionnelle,Paris La Défense Arena,48.885192,2.242531,2.209902,48.882977,2.249925,48.908926
KEMI,Restauration de type rapide,Paris La Défense Arena,48.886482,2.244518,2.209902,48.882977,2.249925,48.908926
AMGHAR,Restauration traditionnelle,Paris La Défense Arena,48.896192,2.244542,2.209902,48.882977,2.249925,48.908926
EUREST SPORTS & LOISIRS,Restauration de type rapide,Paris La Défense Arena,48.890328,2.247013,2.209902,48.882977,2.249925,48.908926
SAINT MARC,Restauration traditionnelle,Paris La Défense Arena,48.894757,2.227028,2.209902,48.882977,2.249925,48.908926
FINANCIERE IDD,Restauration traditionnelle,Paris La Défense Arena,48.896534,2.224108,2.209902,48.882977,2.249925,48.908926
BELLE,Restauration de type rapide,Paris La Défense Arena,48.893172,2.23118,2.209902,48.882977,2.249925,48.908926
RH FOOD,Restauration de type rapide,Paris La Défense Arena,48.887681,2.227341,2.209902,48.882977,2.249925,48.908926
MEDIANCE,Restauration de type rapide,Paris La Défense Arena,48.892542,2.236147,2.209902,48.882977,2.249925,48.908926
LE PETIT CREUX,Restauration de type rapide,Paris La Défense Arena,48.885296,2.23455,2.209902,48.882977,2.249925,48.908926
NOURA LA DEFENSE,Restauration traditionnelle,Paris La Défense Arena,48.891651,2.236277,2.209902,48.882977,2.249925,48.908926
LE PECHE MIGNON D'AKSEL,Restauration de type rapide,Paris La Défense Arena,48.89048,2.238012,2.209902,48.882977,2.249925,48.908926
ARUN,Restauration de type rapide,Centre aquatique,48.912439,2.3584,2.339915,48.910373,2.373755,48.936755
MANGOSTEEN,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
KENTARINE,Restauration de type rapide,Centre aquatique,48.920952,2.351985,2.339915,48.910373,2.373755,48.936755
CHENG DA,Restauration traditionnelle,Centre aquatique,48.919803,2.343168,2.339915,48.910373,2.373755,48.936755
RESTAURANT BLESSING,Restauration traditionnelle,Centre aquatique,48.91718,2.358018,2.339915,48.910373,2.373755,48.936755
L'ATELIER 40,Restauration traditionnelle,Centre aquatique,48.920483,2.354311,2.339915,48.910373,2.373755,48.936755
DEUX AMIS,Restauration de type rapide,Centre aquatique,48.917102,2.339915,2.339915,48.910373,2.373755,48.936755
LE TUBE,Débits de boissons,Centre aquatique,48.910373,2.358572,2.339915,48.910373,2.373755,48.936755
KODEX,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
GTM FOOD,Restauration de type rapide,Centre aquatique,48.915795,2.357256,2.339915,48.910373,2.373755,48.936755
WILSON,Débits de boissons,Centre aquatique,48.91103,2.35763,2.339915,48.910373,2.373755,48.936755
LE FRONT POPULAIRE,Restauration traditionnelle,Centre aquatique,48.913237,2.36625,2.339915,48.910373,2.373755,48.936755
SALAI,Restauration de type rapide,Centre aquatique,48.915391,2.355093,2.339915,48.910373,2.373755,48.936755
SUSHI LOVE,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
AFRO EAT,Restauration de type rapide,Centre aquatique,48.915391,2.355093,2.339915,48.910373,2.373755,48.936755
KEBAB DU CENTRE VILLE,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
DJESY,Restauration de type rapide,Centre aquatique,48.911411,2.358784,2.339915,48.910373,2.373755,48.936755
LA MEDITERRANEENNE,Restauration de type rapide,Centre aquatique,48.913422,2.365386,2.339915,48.910373,2.373755,48.936755
THE VOGUE,Débits de boissons,Centre aquatique,48.914239,2.357377,2.339915,48.910373,2.373755,48.936755
R.I.O,Restauration traditionnelle,Centre aquatique,48.915795,2.357256,2.339915,48.910373,2.373755,48.936755
LE PETIT TROU,Débits de boissons,Centre aquatique,48.914802,2.348611,2.339915,48.910373,2.373755,48.936755
HELL'S KITCHEN,Restauration de type rapide,Centre aquatique,48.915349,2.364045,2.339915,48.910373,2.373755,48.936755
LA GRANDE BRASSERIE,Débits de boissons,Centre aquatique,48.919527,2.35449,2.339915,48.910373,2.373755,48.936755
SUSHI YOKINA 168,Restauration traditionnelle,Centre aquatique,48.916033,2.357237,2.339915,48.910373,2.373755,48.936755
ICAD,Restauration de type rapide,Centre aquatique,48.9166,2.363654,2.339915,48.910373,2.373755,48.936755
KIMIYO,Restauration traditionnelle,Centre aquatique,48.917055,2.358028,2.339915,48.910373,2.373755,48.936755
LES BURGERS BROTHER'S,Restauration de type rapide,Centre aquatique,48.919516,2.344489,2.339915,48.910373,2.373755,48.936755
RAM,Débits de boissons,Centre aquatique,48.915349,2.363635,2.339915,48.910373,2.373755,48.936755
SEN SAVEURS,Restauration traditionnelle,Centre aquatique,48.91689,2.355069,2.339915,48.910373,2.373755,48.936755
NEW COURT,Restauration traditionnelle,Centre aquatique,48.921192,2.362796,2.339915,48.910373,2.373755,48.936755
NEW COURT,Restauration traditionnelle,Centre aquatique,48.920646,2.363804,2.339915,48.910373,2.373755,48.936755
AFRICAN STEACK HOUSE,Restauration traditionnelle,Centre aquatique,48.913083,2.365531,2.339915,48.910373,2.373755,48.936755
RESTO LA PLAINE,Restauration de type rapide,Centre aquatique,48.917109,2.35716,2.339915,48.910373,2.373755,48.936755
LES BONS AMIS,Restauration de type rapide,Centre aquatique,48.9189,2.363466,2.339915,48.910373,2.373755,48.936755
PIZZA TIME'S,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
LE WILSON,Restauration traditionnelle,Centre aquatique,48.914755,2.358226,2.339915,48.910373,2.373755,48.936755
LE RAMEAU,Restauration traditionnelle,Centre aquatique,48.918047,2.366108,2.339915,48.910373,2.373755,48.936755
MAMA COFFEE,Restauration de type rapide,Centre aquatique,48.914635,2.344371,2.339915,48.910373,2.373755,48.936755
AFRIK & STREET,Restauration de type rapide,Centre aquatique,48.914713,2.344052,2.339915,48.910373,2.373755,48.936755
